"MISSION","SETNO","SPECIES_CODE","SCIENTIFIC_NAME","COMMON_NAME","NUMBER_CAUGHT","BIOMASS","COMMENTS"
"BOF2016001",22,2521,"Hyas coarctatus","lesser toad crab",1,3,""
"BOF2016001",22,,"Ciona intestinalis","sea vase",6,22,""
"BOF2016001",22,3504,"Harmothoe imbricata","15-scale worm",1,1,""
"BOF2016001",23,4524,"Bathypolypus arcticus","deep sea octopus",1,54,""
"BOF2016001",23,2550,"Homarus americanus","American lobster",769,427555,""
"BOF2016001",23,300,"Myoxocephalus octodecemspinosus","longhorn sculpin",700,22620,""
"BOF2016001",23,43,"Pseudopleuronectes americanus","winter flounder",377,24492,""
"BOF2016001",23,640,"Zoarces americanus","ocean pout",2,124,""
"BOF2016001",23,10,"Gadus morhua","Atlantic cod",1,416,""
"BOF2016001",23,70,"Scomber scombrus","mackerel",3,359,""
"BOF2016001",23,62,"Alosa pseudoharengus","alewife",19,442,""
